id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
5769,SAAR,medium_airport,Rosario Islas Malvinas International Airport,-32.9036,-60.785,85,SA,AR,AR-S,Rosario,yes,SAAR,ROS,ROS,,https://en.wikipedia.org/wiki/Rosario_International_Airport,Fisherton Airport
30530,SAAU,small_airport,Villaguay Airport,-31.855,-59.0756,131,SA,AR,AR-E,Villaguay,no,SAAU,,VIG,,https://en.wikipedia.org/wiki/Villaguay_Aerodrome,
5770,SAAV,medium_airport,Sauce Viejo Airport,-31.7117,-60.8117,55,SA,AR,AR-S,Santa Fe,yes,SAAV,SFN,SVO,,https://en.wikipedia.org/wiki/Sauce_Viejo_Airport,
5771,SABE,large_airport,Jorge Newbery Airpark,-34.5592,-58.4156,18,SA,AR,AR-C,Buenos Aires,yes,SABE,AEP,AER,,https://en.wikipedia.org/wiki/Aeroparque_Jorge_Newbery,
5772,SACA,small_airport,Captain D Omar Darío Gelardi Airport,-31.4419,-64.258202,1594,SA,AR,AR-X,Córdoba,no,SACA,,FMA,,https://en.wikipedia.org/wiki/Capit%C3%A1n_Omar_Dar%C3%ADo_Gerardi_Airport,Area de Material
30055,SACC,small_airport,La Cumbre Airport,-31.0058,-64.531898,3733,SA,AR,AR-X,La Cumbre,no,SACC,LCM,CUM,,https://en.wikipedia.org/wiki/La_Cumbre_Airport,
29806,SACD,small_airport,Coronel Olmedo Airport,-31.487499,-64.141403,1416,SA,AR,AR-X,Cordoba,no,SACD,,EDO,,https://en.wikipedia.org/wiki/Coronel_Olmedo_Airport,
29803,SACE,small_airport,Escuela de Aviación Militar (Military Aviation School) Airport,-31.444223,-64.283377,1646,SA,AR,AR-X,Córdoba,no,SACE,,ESC,,https://en.wikipedia.org/wiki/Escuela_de_Aviaci%C3%B3n_Militar_Airport,
41546,SACI,small_airport,Pilar Airport,-31.68199921,-63.86380005,1072,SA,AR,AR-X,Pilar,no,SACI,,PIL,,,
39059,SACL,small_airport,Laguna Larga Airport,-31,-63,1013,SA,AR,AR-X,Laguna Larga,no,SACL,,LRG,,,
41547,SACM,small_airport,Villa General Mitre Airport,-30.7006,-64.043098,1760,SA,AR,AR-X,Villa General Mitre,no,SACM,,VGM,,https://en.wikipedia.org/wiki/Villa_General_Mitre_Airport,
39060,SACN,small_airport,Ascochinga Airport,-30.96792,-64.27774,677,SA,AR,AR-X,Ascochinga,no,SACN,,NGA,,https://en.wikipedia.org/wiki/Ascochinga_Airport,
5773,SACO,medium_airport,Ingeniero Ambrosio Taravella Airport,-31.323601,-64.208,1604,SA,AR,AR-X,Cordoba,yes,SACO,COR,CBA,,https://en.wikipedia.org/wiki/Ingeniero_Ambrosio_L.V._Taravella_International_Airport,
39061,SACP,closed,Chepes Airport,-31.356142,-66.591888,714,SA,AR,AR-F,Chepes,no,,,,,,"CHE, SACP"
39062,SACQ,small_airport,Monte Quemado Airport,-25.783563,-62.82884,722,SA,AR,AR-G,Monte Quemado,no,SACQ,,MTQ,,https://en.wikipedia.org/wiki/Monte_Quemado_Airport,
41548,SACS,small_airport,Villa De Soto Airport,-30.875419,-64.99288,2013,SA,AR,AR-X,Villa de Soto,no,SACS,,SOT,,https://en.wikipedia.org/wiki/Villa_de_Soto_Airport,
5774,SACT,closed,Chamical Airport,-30.34530067,-66.29360198,1502,SA,AR,AR-F,Gobernador Gordillo,no,,,,,,"SACT, SACT, GOR"
39063,SACV,small_airport,Villa Maria Airport,-32.38940048,-63.25859833,672,SA,AR,AR-X,Villa Maria del Rio Seco,no,SAOI,,MRA,,,
29733,SADD,closed,Don Torcuato Airport,-34.4981,-58.604198,20,SA,AR,AR-B,Don Torcuato,no,,,,,https://en.wikipedia.org/wiki/Don_Torcuato,"SADD, SADD, DOT"
5775,SADF,medium_airport,San Fernando Airport,-34.4532,-58.5896,10,SA,AR,AR-B,San Fernando,no,SADF,,FDO,,https://en.wikipedia.org/wiki/San_Fernando_Airport_(Argentina),San Fernando International Airport
41549,SADG,closed,Monte Grande Airport,-34.805599,-58.492001,30,SA,AR,AR-B,Monte Grande,no,,,,,,"SADG, SADG, MGE"
5776,SADJ,small_airport,Mariano Moreno Airport,-34.5606,-58.7896,105,SA,AR,AR-B,General Sarmiento,no,SADJ,,ENO,,https://en.wikipedia.org/wiki/Mariano_Moreno_Airport,
5777,SADL,medium_airport,La Plata Airport,-34.9722,-57.8947,72,SA,AR,AR-B,La Plata,no,SADL,LPG,PTA,,https://en.wikipedia.org/wiki/La_Plata_Airport,
5778,SADM,small_airport,Morón Airport,-34.6763,-58.6428,95,SA,AR,AR-B,Morón,no,SADM,,MOR,,https://en.wikipedia.org/wiki/Mor%C3%B3n_Airport_and_Air_Base,
5779,SADO,small_airport,Campo de Mayo Military Airport,-34.5344,-58.6717,78,SA,AR,AR-B,Campo de Mayo,no,SADO,,CPO,,https://en.wikipedia.org/wiki/Campo_de_Mayo_Airport,
5780,SADP,medium_airport,El Palomar Airport,-34.6099,-58.6126,59,SA,AR,AR-B,El Palomar,no,SADP,EPA,PAL,,https://en.wikipedia.org/wiki/El_Palomar_Airport,
30313,SADQ,small_airport,Quilmes Airport,-34.7064,-58.2444,6,SA,AR,AR-B,Quilmes,no,SADQ,,ILM,,https://en.wikipedia.org/wiki/Quilmes_Airport,
41550,SADR,closed,Merlo Airport,-34.680283,-58.742658,49,SA,AR,AR-B,Merlo,no,,,,,,"SADR, SADR, MER"
30377,SADS,closed,San Justo Airport,-34.732372,-58.595564,62,SA,AR,AR-B,San Justo,no,,,,,,"Aeroclub Argentino, SADS, JUS"
30122,SADZ,small_airport,Matanza Airport,-34.728367,-58.500855,9,SA,AR,AR-B,La Matanza,no,SADZ,,MAT,http://www.cua-argentina.com.ar/index.php,https://en.wikipedia.org/wiki/Univ._R%C3%ADo_Matanza_Aeroclub,Aeroclub Universidad Río Matanza
39064,SAEA,small_airport,General Acha Airport,-37.400799,-64.612801,908,SA,AR,AR-L,General Acha,no,SAEA,,ACH,,https://en.wikipedia.org/wiki/General_Acha_Airport,
39065,SAEL,small_airport,Las Flores Airport,-36.0672,-59.1042,111,SA,AR,AR-B,Las Flores,no,SAEL,,FLO,,https://en.wikipedia.org/wiki/Las_Flores_Airport,
39066,SAET,small_airport,Ñanco Lauquen Airport,-35.9715,-62.7724,301,SA,AR,AR-B,Trenque Lauquen,no,SAET,,TQL,,https://en.wikipedia.org/wiki/%C3%91anco_Lauquen_Airport,
5781,SAEZ,large_airport,Minister Pistarini International Airport,-34.8222,-58.5358,67,SA,AR,AR-B,Buenos Aires (Ezeiza),yes,SAEZ,EZE,EZE,http://www.aa2000.com.ar/index.php,https://en.wikipedia.org/wiki/Ministro_Pistarini_International_Airport,"BUE, Ezeiza"
39067,SAFR,small_airport,Rafaela Airport,-31.2825,-61.5017,325,SA,AR,AR-S,Rafaela,no,SAFR,RAF,RLA,,https://en.wikipedia.org/wiki/Rafaela_Aerodrome,
5782,SAHC,small_airport,Chos Malal Airport,-37.444698,-70.222504,2788,SA,AR,AR-Q,Chos Malal,no,SAHC,HOS,CHM,,https://en.wikipedia.org/wiki/Chos_Malal_Airport,
39068,SAHE,small_airport,Caviahue Airport,-37.851398,-71.009201,5435,SA,AR,AR-Q,Lafontaine,no,SAHE,CVH,CVH,,https://en.wikipedia.org/wiki/Caviahue_Airport,
5783,SAHR,small_airport,Dr. Arturo H. Illia Airport,-39.000702,-67.620499,852,SA,AR,AR-R,General Roca,no,SAHR,GNR,GNR,,https://en.wikipedia.org/wiki/Dr._Arturo_Umberto_Illia_Airport,
5784,SAHS,medium_airport,Rincon De Los Sauces Airport,-37.390598,-68.904198,1968,SA,AR,AR-Q,Rincon de los Sauces,no,SAHS,RDS,RIN,,https://en.wikipedia.org/wiki/Rinc%C3%B3n_de_los_Sauces_Airport,
5785,SAHZ,medium_airport,Zapala Airport,-38.975498,-70.113602,3330,SA,AR,AR-Q,Zapala,no,SAHZ,APZ,ZAP,,https://en.wikipedia.org/wiki/Zapala_Airport,
29889,SAMA,small_airport,General Alvear Airport,-35.058899,-67.692802,1489,SA,AR,AR-M,General Alvear,no,SAMA,,GNA,,https://en.wikipedia.org/wiki/General_Alvear_Airport,
41551,SAMC,small_airport,Cristo Redentor Airport,-32.80730057,-70.06819916,10477,SA,AR,AR-M,Cristo Redentor,no,SAMC,,CRI,,,
5786,SAME,medium_airport,El Plumerillo Airport,-32.83169937,-68.79290009,2310,SA,AR,AR-M,Mendoza,yes,SAME,MDZ,DOZ,,https://en.wikipedia.org/wiki/Governor_Francisco_Gabrielli_International_Airport,
41552,SAMH,small_airport,Valle Hermoso Airport,-35.14619827,-70.20539856,2500,SA,AR,AR-M,Valle Hermoso,no,SAMH,,VHE,,,
41553,SAMJ,small_airport,Jachal Airport,-30.248242,-68.764791,3790,SA,AR,AR-J,Jachal,no,SAMJ,,JAC,,https://en.wikipedia.org/wiki/J%C3%A1chal_Airport,
41554,SAML,small_airport,Punta De Vacas Airport,-32.854599,-69.760498,7906,SA,AR,AR-M,Punta de Vacas,no,SAML,,PDV,,https://en.wikipedia.org/wiki/Punta_de_Vacas_Heliport,
5787,SAMM,medium_airport,Comodoro D.R. Salomón Airport,-35.493599,-69.574303,4685,SA,AR,AR-M,Malargue,no,SAMM,LGS,MLG,,https://en.wikipedia.org/wiki/Comodoro_D._Ricardo_Salom%C3%B3n_Airport,
30062,SAMP,small_airport,La Paz Airport,-30.7833,-59.6,200,SA,AR,AR-E,La Paz,no,,,LPZ,,,
30130,SAMQ,small_airport,Mendoza Airpark,-32.86529922,-68.87190247,2694,SA,AR,AR-M,Mendoza,no,SAMQ,,MAE,,,
5788,SAMR,medium_airport,Suboficial Ay Santiago Germano Airport,-34.588299,-68.4039,2470,SA,AR,AR-M,San Rafael,yes,SAMR,AFA,SRA,,https://en.wikipedia.org/wiki/San_Rafael_Airport_(Argentina),
41555,SAMS,small_airport,San Carlos Airport,-33.7757,-69.053703,3050,SA,AR,AR-M,San Carlos,no,SAMS,,CAR,,https://en.wikipedia.org/wiki/San_Carlos_Airport_(Mendoza),
32247,SAMU,small_airport,Uspallata Airport,-32.538898,-69.345802,6525,SA,AR,AR-M,Uspallata,no,SAMU,,USP,,https://en.wikipedia.org/wiki/Uspallata_Airport,
5789,SANC,medium_airport,Coronel Felipe Varela International Airport,-28.593117,-65.7512,1522,SA,AR,AR-K,Catamarca,yes,SANC,CTC,CAT,,https://en.wikipedia.org/wiki/Coronel_Felipe_Varela_International_Airport,
5790,SANE,medium_airport,Vicecomodoro Angel D. La Paz Aragonés Airport,-27.76555634,-64.30999756,656,SA,AR,AR-G,Santiago del Estero,yes,SANE,SDE,SDE,,https://en.wikipedia.org/wiki/Santiago_del_Estero_Airport,
39069,SANH,small_airport,Las Termas Airport,-27.4737,-64.905502,270,SA,AR,AR-G,Rio Hondo,no,SANH,,RHO,,,RHD
5791,SANI,closed,Tinogasta Airport,-28.037801,-67.580299,3968,SA,AR,AR-K,Tinogasta,no,,,,,,"SANI, SANI, TIN"
5792,SANL,medium_airport,Capitan V A Almonacid Airport,-29.381599,-66.795799,1437,SA,AR,AR-F,La Rioja,yes,SANL,IRJ,LAR,,https://en.wikipedia.org/wiki/Capit%C3%A1n_Vicente_Almandos_Almonacid_Airport,
5793,SANO,small_airport,Chilecito Airport,-29.2239,-67.438904,3099,SA,AR,AR-F,Chilecito,no,SANO,,ITO,,https://en.wikipedia.org/wiki/Chilecito_Airport,
318304,SANR,medium_airport,Termas de Río Hondo international Airport,-27.4966,-64.93595,935,SA,AR,AR-G,Termas de Río Hondo,yes,SANR,RHD,TRH,,https://en.wikipedia.org/wiki/Las_Termas_Airport,
5794,SANT,medium_airport,Teniente Benjamin Matienzo Airport,-26.8409,-65.104897,1493,SA,AR,AR-T,San Miguel de Tucumán,yes,SANT,TUC,TUC,,https://en.wikipedia.org/wiki/Benjam%C3%ADn_Matienzo_International_Airport,
5795,SANU,medium_airport,Domingo Faustino Sarmiento Airport,-31.571501,-68.418198,1958,SA,AR,AR-J,San Juan,yes,SANU,UAQ,JUA,,https://en.wikipedia.org/wiki/Domingo_Faustino_Sarmiento_Airport,
29769,SANW,small_airport,Ceres Airport,-29.872292,-61.927925,285,SA,AR,AR-S,Ceres,no,SANW,CRR,ERE,,https://en.wikipedia.org/wiki/Ceres_Airport,
5796,SAOC,medium_airport,Area De Material Airport,-33.085098,-64.261299,1380,SA,AR,AR-X,Rio Cuarto,no,SAOC,RCU,TRC,,https://en.wikipedia.org/wiki/Las_Higueras_Airport,
5797,SAOD,medium_airport,Villa Dolores Airport,-31.9452,-65.146301,1847,SA,AR,AR-X,Villa Dolores,no,SAOD,VDR,LDR,,https://en.wikipedia.org/wiki/Villa_Dolores_Airport,
39070,SAOE,small_airport,Rio Tercero Airport,-32.173302,-64.088303,1246,SA,AR,AR-X,Rio Tercero,no,SAOE,,RCR,,https://en.wikipedia.org/wiki/R%C3%ADo_Tercero_Airport,
5798,SAOL,small_airport,La Quiaca Airport,-22.165264,-65.569918,11414,SA,AR,AR-Y,La Quiaca,no,SASQ,,IAC,,https://en.wikipedia.org/wiki/La_Quiaca_Airport,
5799,SAOM,small_airport,Marcos Juarez Airport,-32.6836,-62.157801,360,SA,AR,AR-X,Marcos Juarez,no,SAOM,,MJZ,,https://en.wikipedia.org/wiki/Marcos_Ju%C3%A1rez_Airport,
5800,SAOR,medium_airport,Villa Reynolds Airport,-33.72990036,-65.38739777,1591,SA,AR,AR-D,Villa Mercedes,no,SAOR,VME,RYD,,https://en.wikipedia.org/wiki/Villa_Reynolds_Airport,Pringles
5801,SAOS,small_airport,Valle Del Conlara International Airport,-32.384701,-65.186501,2021,SA,AR,AR-D,Merlo,no,SAOS,RLO,SRC,,https://en.wikipedia.org/wiki/Valle_del_Conlara_Airport,
5802,SAOU,medium_airport,Brigadier Mayor D Cesar Raul Ojeda Airport,-33.273201,-66.3564,2328,SA,AR,AR-D,San Luis,yes,SAOU,LUQ,UIS,,https://en.wikipedia.org/wiki/Brigadier_Mayor_C%C3%A9sar_Ra%C3%BAl_Ojeda_Airport,
318502,SAOV,medium_airport,Presidente Néstor Kirchner Regional Airport,-32.3201,-63.22663,670,SA,AR,AR-X,Villa Maria,yes,SAOV,,VMR,,https://es.wikipedia.org/wiki/Aeropuerto_Regional_Presidente_N%C3%A9stor_Kirchner,
5803,SARC,medium_airport,Corrientes Airport,-27.4455,-58.7619,202,SA,AR,AR-W,Corrientes,yes,SARC,CNQ,CRR,,https://en.wikipedia.org/wiki/Doctor_Fernando_Piragine_Niveyro_International_Airport,
41556,SARD,closed,Resistencia (City) Airport,-27.46570015,-58.97900009,175,SA,AR,AR-H,Resistencia,no,,,,,,"SARD, SARD"
5804,SARE,medium_airport,Resistencia International Airport,-27.45,-59.0561,173,SA,AR,AR-H,Resistencia,yes,SARE,RES,SIS,,https://en.wikipedia.org/wiki/Resistencia_International_Airport,
5805,SARF,medium_airport,Aeropuerto Nacional de Formosa,-26.2127,-58.2281,193,SA,AR,AR-P,Formosa,yes,SARF,FMA,FSA,,https://en.wikipedia.org/wiki/Formosa_International_Airport,
41557,SARG,small_airport,Caa Cati Airport,-27.75530052,-57.63299942,249,SA,AR,AR-W,General Paz,no,SARG,,CAC,,,
5806,SARI,medium_airport,Cataratas Del Iguazú International Airport,-25.737301,-54.4734,916,SA,AR,AR-N,Puerto Iguazu,yes,SARI,IGR,IGU,http://www.aa2000.com.ar/iguazu,https://en.wikipedia.org/wiki/Cataratas_del_Iguaz%C3%BA_International_Airport,Iguaçu
5807,SARL,medium_airport,Paso De Los Libres Airport,-29.6894,-57.1521,230,SA,AR,AR-W,Paso de los Libres,no,SARL,AOL,LIB,,https://en.wikipedia.org/wiki/Paso_de_los_Libres_Airport,
5808,SARM,medium_airport,Monte Caseros Airport,-30.2719,-57.6402,170,SA,AR,AR-W,Monte Caseros,no,SARM,MCS,MCS,,https://en.wikipedia.org/wiki/Monte_Caseros_Airport,
39071,SARO,closed,Ituzaingo Airport,-27.52610016,-56.63330078,62,SA,AR,AR-W,Ituzaingo,no,,,,,,"SARO, SARO, ITU"
5809,SARP,medium_airport,Libertador Gral D Jose De San Martin Airport,-27.3858,-55.9707,430,SA,AR,AR-N,Posadas,yes,SARP,PSS,POS,,https://en.wikipedia.org/wiki/Libertador_General_Jos%C3%A9_de_San_Mart%C3%ADn_Airport,
39072,SARV,small_airport,Villa Angela Airport,-27.5915,-60.6864,246,SA,AR,AR-H,Villa Angela,no,SARV,,VAN,,https://en.wikipedia.org/wiki/Villa_Angela_Airport,
5811,SASA,medium_airport,Martin Miguel De Guemes International Airport,-24.8560009,-65.48619843,4088,SA,AR,AR-A,Salta,yes,SASA,SLA,SAL,,https://en.wikipedia.org/wiki/Mart%C3%ADn_Miguel_de_G%C3%BCemes_Airport,
5812,SASJ,medium_airport,Gobernador Horacio Guzman International Airport,-24.392799,-65.097801,3019,SA,AR,AR-Y,San Salvador de Jujuy,yes,SASJ,JUJ,JUJ,,https://en.wikipedia.org/wiki/Gobernador_Horacio_Guzm%C3%A1n_International_Airport,
41558,SASL,small_airport,Salar De Cauchari Airport,-24.01919937,-66.79720306,13000,SA,AR,AR-Y,Salar de Cauchari,no,SASL,,SDC,,,
5813,SASO,medium_airport,Orán Airport,-23.1528,-64.329201,1171,SA,AR,AR-A,Orán,no,SASO,ORA,ORA,,https://en.wikipedia.org/wiki/Or%C3%A1n_Airport,
5814,SASQ,small_airport,Laboulaye Airport,-34.135399,-63.362301,449,SA,AR,AR-X,Laboulaye,no,SAOL,,LYE,,https://en.wikipedia.org/wiki/Laboulaye_Airport,
41545,SASR,small_airport,Rivadavia Airport,-24.18860054,-62.88339996,679,SA,AR,AR-A,Rivadavia,no,SASR,,RIV,,,
5815,SAST,medium_airport,General Enrique Mosconi Airport,-22.6196,-63.793701,1472,SA,AR,AR-A,Tartagal,yes,SAST,TTG,TAR,,,
29791,SATC,small_airport,Aeródromo de Clorinda,-25.3036,-57.7344,206,SA,AR,AR-P,Clorinda,no,SATC,CLX,CLO,,https://en.wikipedia.org/wiki/Clorinda_Airport,
5816,SATD,small_airport,El Dorado Airport,-26.397499,-54.574699,685,SA,AR,AR-N,El Dorado,no,SATD,ELO,ELD,,https://en.wikipedia.org/wiki/El_Dorado_Airport_(Argentina),
5817,SATG,medium_airport,Goya Airport,-29.1058,-59.2189,128,SA,AR,AR-W,Goya,no,SATG,OYA,GOY,,https://en.wikipedia.org/wiki/Goya_Airport,
41559,SATI,small_airport,Bernardo De Irigoyen Airport,-26.281388,-53.673332,2673,SA,AR,AR-N,Bernardo de Irigoyen,no,SATI,,IRI,,https://en.wikipedia.org/wiki/Bernardo_de_Irigoyen_Airport,IRA
31832,SATK,small_airport,Alferez Armando Rodriguez Airport,-24.721399,-60.548801,426,SA,AR,AR-P,Las Lomitas,no,SATK,LLS,ITA,,https://en.wikipedia.org/wiki/Alf%C3%A9rez_Armando_Rodr%C3%ADguez_Airport,
30131,SATM,small_airport,Mercedes Airport,-29.221399,-58.087799,358,SA,AR,AR-W,Mercedes,no,SATM,MDX,RCE,,https://en.wikipedia.org/wiki/Mercedes_Airport,
5818,SATO,small_airport,Oberá Airport,-27.5182,-55.124199,1125,SA,AR,AR-N,Oberá,no,SATO,,OBE,,https://en.wikipedia.org/wiki/Ober%C3%A1_Airport,
5819,SATR,medium_airport,Reconquista Airport,-29.2103,-59.68,160,SA,AR,AR-S,Reconquista,no,SATR,RCQ,RTA,,https://en.wikipedia.org/wiki/Reconquista_Airport,
5820,SATU,medium_airport,Curuzu Cuatia Airport,-29.7706,-57.9789,229,SA,AR,AR-W,Curuzu Cuatia,no,SATU,UZU,CCA,,https://en.wikipedia.org/wiki/Curuz%C3%BA_Cuati%C3%A1_Airport,
39073,SAVA,small_airport,Piedra Del Aguila Airport,-40.19219971,-70.01000214,2128,SA,AR,AR-Q,Piedra del Aguila,no,SAVA,,AGI,,,
5821,SAVB,medium_airport,El Bolson Airport,-41.943199,-71.532303,1141,SA,AR,AR-R,El Bolson,no,SAVB,EHL,BOL,,https://en.wikipedia.org/wiki/El_Bols%C3%B3n_Airport,
5822,SAVC,medium_airport,General E. Mosconi Airport,-45.7853,-67.4655,189,SA,AR,AR-U,Comodoro Rivadavia,yes,SAVC,CRD,CRV,,https://en.wikipedia.org/wiki/General_Enrique_Mosconi_International_Airport,
29847,SAVD,small_airport,El Maiten Airport,-42.029202,-71.172501,2355,SA,AR,AR-U,El Maiten,no,SAVD,EMX,EMA,,https://en.wikipedia.org/wiki/El_Mait%C3%A9n_Airport,
5823,SAVE,medium_airport,Brigadier Antonio Parodi Airport,-42.90800095,-71.13950348,2621,SA,AR,AR-U,Esquel,yes,SAVE,EQS,ESQ,,http://es.wikipedia.org/wiki/Aeropuerto_Brigadier_General_Antonio_Parodi,
5824,SAVH,medium_airport,Las Heras Airport,-46.538517,-68.965323,1082,SA,AR,AR-Z,Las Heras,yes,SAVH,LHS,CLH,,https://en.wikipedia.org/wiki/Colonia_Las_Heras_Airport,
5825,SAVJ,small_airport,Ingeniero Jacobacci - Captain H R Bordón Airport,-41.3209,-69.574898,2925,SA,AR,AR-R,Ingeniero Jacobacci,no,SAVJ,IGB,IJC,,https://en.wikipedia.org/wiki/Ingeniero_Jacobacci_Airport,
39074,SAVM,small_airport,Lago Musters Airport,-45.5752,-69.077,889,SA,AR,AR-U,Sarmiento,no,SAVM,OLN,LGM,,https://en.wikipedia.org/wiki/Lago_Musters_Airport,
5826,SAVN,small_airport,Antoine de Saint Exupéry Airport,-40.7512,-65.0343,85,SA,AR,AR-R,San Antonio Oeste,yes,SAVN,OES,SAN,,https://en.wikipedia.org/wiki/Antoine_de_Saint_Exupéry_Airport,
35411,SAVO,small_airport,San Pedro Airport,-33.704077,-59.725788,88,SA,AR,AR-B,San Pedro,no,,,PED,,https://es.wikipedia.org/wiki/Aeroclub_San_Pedro,
39075,SAVP,small_airport,Paso De Los Indios Airport,-43.86669922,-69.05000305,575,SA,AR,AR-U,Paso de los Indios,no,SAVP,,IND,,,
30113,SAVQ,small_airport,Maquinchao Airport,-41.24309921,-68.70780182,2912,SA,AR,AR-R,Maquinchao,no,SAVQ,MQD,MAQ,,,
29656,SAVR,small_airport,D. Casimiro Szlapelis Airport,-45.013599,-70.812202,2286,SA,AR,AR-U,Alto Rio Senguerr,no,SAVR,ARR,ARS,,https://en.wikipedia.org/wiki/Alto_R%C3%ADo_Senguer_Airport,
30414,SAVS,small_airport,Sierra Grande Airport,-41.591702,-65.339401,688,SA,AR,AR-R,Sierra Grande,no,SAVS,SGV,SGR,,https://en.wikipedia.org/wiki/Sierra_Grande_Airport,
5827,SAVT,medium_airport,Almirante Marco Andres Zar Airport,-43.2105,-65.2703,141,SA,AR,AR-U,Rawson,yes,SAVT,REL,TRE,,https://en.wikipedia.org/wiki/Almirante_Marco_Andr%C3%A9s_Zar_Airport,Trelew Airport
5828,SAVV,medium_airport,Gobernador Castello Airport,-40.8692,-63.0004,20,SA,AR,AR-R,Viedma / Carmen de Patagones,yes,SAVV,VDM,VIE,,https://en.wikipedia.org/wiki/Gobernador_Edgardo_Castello_Airport,
5829,SAVY,medium_airport,El Tehuelche Airport,-42.7592,-65.1027,427,SA,AR,AR-U,Puerto Madryn,yes,SAVY,PMY,DRY,,https://en.wikipedia.org/wiki/El_Tehuelche_Airport,
30057,SAWA,closed,Lago Argentino Airport,-50.336102,-72.248596,732,SA,AR,AR-Z,El Calafate,yes,,,,,,"SAWA, SAWA, ING"
5831,SAWC,medium_airport,El Calafate - Commander Armando Tola International Airport,-50.2803,-72.053101,669,SA,AR,AR-Z,El Calafate,yes,SAWC,FTE,ECA,http://www.aeropuertoelcalafate.com/en/,https://en.wikipedia.org/wiki/Comandante_Armando_Tola_International_Airport,
5832,SAWD,medium_airport,Puerto Deseado Airport,-47.7353,-65.9041,268,SA,AR,AR-Z,Puerto Deseado,yes,SAWD,PUD,ADO,,https://en.wikipedia.org/wiki/Puerto_Deseado_Airport,
5833,SAWE,medium_airport,Gobernador Ramón Trejo Noel International Airport,-53.7777,-67.7494,65,SA,AR,AR-V,Rio Grande,yes,SAWE,RGA,GRA,,https://en.wikipedia.org/wiki/Hermes_Quijada_Airport,Hermes Quijada
5834,SAWG,medium_airport,Piloto Civil N. Fernández Airport,-51.6089,-69.3126,61,SA,AR,AR-Z,Rio Gallegos,yes,SAWG,RGL,GAL,,https://en.wikipedia.org/wiki/Piloto_Civil_Norberto_Fern%C3%A1ndez_International_Airport,Brigadier General D. A. Parodi
5835,SAWH,medium_airport,Malvinas Argentinas Airport,-54.8433,-68.2958,102,SA,AR,AR-V,Ushuaia,yes,SAWH,USH,USU,,https://en.wikipedia.org/wiki/Ushuaia_International_Airport,
5836,SAWJ,medium_airport,Capitan D Daniel Vazquez Airport,-49.306816,-67.802596,203,SA,AR,AR-Z,San Julian,yes,SAWJ,ULA,SJU,,https://en.wikipedia.org/wiki/Capit%C3%A1n_Jos%C3%A9_Daniel_Vazquez_Airport,
41560,SAWL,small_airport,Tolhuin Lago Fagnano Airport,-54.499596,-67.172084,90,SA,AR,AR-V,Tolhuin,no,SAWL,,TOL,,https://en.wikipedia.org/wiki/Tolhuin_Lago_Fagnano_Airport,
30341,SAWM,small_airport,Rio Mayo Airport,-45.703899,-70.245598,1784,SA,AR,AR-U,Rio Mayo,no,SAWM,ROY,RMY,,https://en.wikipedia.org/wiki/R%C3%ADo_Mayo_Airport,
5838,SAWP,medium_airport,Perito Moreno Airport,-46.537899,-70.978699,1410,SA,AR,AR-Z,Perito Moreno,yes,SAWP,PMQ,PTM,,https://en.wikipedia.org/wiki/Perito_Moreno_Airport,
29898,SAWR,small_airport,Gobernador Gregores Airport,-48.7831,-70.150002,356,SA,AR,AR-Z,Gobernador Gregores,yes,SAWR,GGS,GRE,,https://en.wikipedia.org/wiki/Gobernador_Gregores_Airport,
29997,SAWS,small_airport,Jose De San Martin Airport,-44.04859924,-70.45890045,2407,SA,AR,AR-U,Chubut,no,SAWS,JSM,JSM,,,
29849,SAWT,small_airport,28 de Noviembre Airport,-51.605,-72.2203,909,SA,AR,AR-Z,Rio Turbio,yes,SAWT,RYO,BIO,,https://en.wikipedia.org/wiki/Rio_Turbio_Airport,El Turbio
5839,SAWU,medium_airport,Santa Cruz Airport,-50.0165,-68.5792,364,SA,AR,AR-Z,Puerto Santa Cruz,yes,SAWU,RZA,SCZ,,https://en.wikipedia.org/wiki/Santa_Cruz_Airport_(Argentina),
29676,SAZA,small_airport,Azul Airport,-36.836899,-59.880299,478,SA,AR,AR-B,Azul,no,SAZA,,ZUL,,https://en.wikipedia.org/wiki/Azul_Airport,
5840,SAZB,medium_airport,Comandante Espora Airport,-38.725,-62.1693,246,SA,AR,AR-B,Bahia Blanca,yes,SAZB,BHI,BCA,https://www.aeropuertobahiablanca.com/,https://en.wikipedia.org/wiki/Comandante_Espora_Airport,Bahía Blanca Airport
5841,SAZC,small_airport,Brigadier D.H.E. Ruiz Airport,-37.446098,-61.889301,767,SA,AR,AR-B,Coronel Suarez,no,SAZC,CSZ,SUZ,,https://en.wikipedia.org/wiki/Brigadier_Hector_Eduardo_Ruiz_Airport,
32248,SAZD,small_airport,Dolores Airport,-36.3225,-57.7214,32,SA,AR,AR-B,Dolores,no,SAZD,,DOL,,https://en.wikipedia.org/wiki/Dolores_Airport_(Argentina),
30260,SAZE,small_airport,Pigüé Airport,-37.607098,-62.382641,997,SA,AR,AR-B,Pigüé,no,SAZE,,PIG,,https://en.wikipedia.org/wiki/Pig%C3%BC%C3%A9_Airport,
